No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
1;比尔-拉塞尔;Bill Russell;5;0;11;79;99;58;78;99;99;99;92;98;58;80;86;108;98;25;2;凯尔特人;1;10;0;0;0;5;0;0;0;0;0;0;0
2;拉里-伯德;Larry Bird;3;4;11;82;96;98;98;94;77;84;84;94;94;96;102;91;98;25;2;凯尔特人;1;10;0;0;0;6;0;0;0;0;0;0;0
3;约翰-哈夫利切克;John Havlicek;3;2;11;83;90;93;92;92;76;78;92;91;90;90;96;91;95;25;2;凯尔特人;1;10;0;0;0;34;0;0;0;0;0;0;0
4;戴夫-考恩斯;Dave Cowens;5;4;10;68;91;78;90;95;96;95;70;89;74;87;89;100;95;25;2;凯尔特人;1;10;0;0;0;42;0;0;0;0;0;0;0
5;鲍勃-库西;Bob Cousy;1;0;11;94;84;92;90;90;67;74;94;87;92;86;99;89;95;25;2;凯尔特人;1;10;0;0;0;43;0;0;0;0;0;0;0
6;凯文-麦克海尔;Kevin McHale;4;5;11;69;96;78;88;97;89;94;79;96;76;85;90;99;95;25;2;凯尔特人;1;10;0;0;0;56;0;0;0;0;0;0;0
7;比尔-沙曼;Bill Sharman;2;1;10;81;92;93;94;90;61;80;88;87;91;89;96;86;91;25;2;凯尔特人;1;10;0;0;0;69;0;0;0;0;0;0;0
8;乔乔-怀特;Jo Jo White;1;0;10;95;95;78;88;93;67;72;81;89;80;86;95;84;90;25;2;凯尔特人;1;10;0;0;0;424;0;0;0;0;0;0;0
9;凯文-加内特;Kevin Garnett;4;5;10;68;94;69;92;95;81;87;82;90;68;88;86;93;90;25;2;凯尔特人;1;10;0;0;0;39;0;0;0;0;0;0;0
10;罗伯特-帕里什;Robert Parish;5;4;10;73;92;59;78;94;87;96;76;89;59;77;81;97;90;25;2;凯尔特人;1;10;0;0;0;63;0;0;0;0;0;0;0
11;保罗-皮尔斯;Paul Pierce;3;4;10;81;92;92;92;92;70;77;74;88;89;89;95;82;90;25;2;凯尔特人;1;10;0;0;0;138;0;0;0;0;0;0;0
12;杰森-塔图姆;Jayson Tatum;3;4;9;78;91;90;87;88;72;74;80;82;87;84;91;82;88;25;2;凯尔特人;1;10;0;0;0;146;0;0;0;0;0;0;0
13;汤姆-海因索恩;Tom Heinsohn;4;5;9;57;94;84;86;89;71;88;77;84;81;79;85;86;85;25;2;凯尔特人;1;10;0;0;0;756;0;0;0;0;0;0;0
14;雷-阿伦;Ray allen;2;3;9;77;85;98;90;87;69;69;68;80;95;83;92;75;85;25;2;凯尔特人;1;10;0;0;0;15;0;0;0;0;0;0;0
15;拉简-隆多;Rajon Rondo;1;0;9;95;74;75;74;88;57;71;95;76;77;70;84;86;85;25;2;凯尔特人;1;10;0;0;0;126;0;0;0;0;0;0;0
16;朱利叶斯-欧文;Julius Erving;3;2;11;85;97;84;93;99;78;79;79;97;82;92;97;90;95;25;2;篮网;2;10;0;0;0;62;0;0;0;0;0;0;0
17;凯文-杜兰特;Kevin Durant;4;3;11;82;97;89;98;95;83;80;67;95;85;99;101;88;94;25;2;篮网;2;10;0;0;0;29;0;0;0;0;0;0;0
18;杰森-基德;Jason Kidd;1;0;11;96;84;80;88;94;74;73;96;89;81;84;94;93;94;25;2;篮网;2;10;0;0;0;38;0;0;0;0;0;0;0
19;詹姆斯-哈登;James Harden;2;1;10;94;92;86;90;91;67;81;72;87;85;89;96;82;90;25;2;篮网;2;10;0;0;0;33;0;0;0;0;0;0;0
20;德拉岑-彼得洛维奇;Drazen Petrovic;2;3;10;80;90;98;98;92;67;78;70;87;95;92;98;80;90;25;2;篮网;2;10;0;0;0;371;0;0;0;0;0;0;0
21;文斯-卡特;Vince Carter;3;2;9;81;98;84;85;96;71;70;73;88;82;83;92;81;88;25;2;篮网;2;10;0;0;0;40;0;0;0;0;0;0;0
22;凯里-欧文;Kyrie Irving;1;0;9;86;91;93;96;90;65;64;73;83;93;90;98;76;88;25;2;篮网;2;10;0;0;0;136;0;0;0;0;0;0;0
23;肯尼-安德森;Kenny Anderson;1;0;9;93;85;84;86;90;65;63;83;81;85;82;93;80;87;25;2;篮网;2;10;0;0;0;350;0;0;0;0;0;0;0
24;德里克-科尔曼;Derrick Coleman;4;3;9;63;92;78;88;89;85;87;67;83;76;82;85;89;87;25;2;篮网;2;10;0;0;0;543;0;0;0;0;0;0;0
25;巴克-威廉姆斯;Buck Williams;4;5;9;65;94;66;79;96;77;96;78;86;66;74;80;94;87;25;2;篮网;2;10;0;0;0;1522;0;0;0;0;0;0;0
26;理查德-杰弗森;Richard Jefferson;3;2;8;76;88;86;88;90;70;68;75;78;84;83;88;79;85;25;2;篮网;2;10;0;0;0;238;0;0;0;0;0;0;0
27;布鲁克-洛佩斯;Brook Lopez;5;0;8;56;93;80;90;89;81;84;59;80;76;84;84;85;85;25;2;篮网;2;10;0;0;0;265;0;0;0;0;0;0;0
28;肯扬-马丁;Kenyon Martin;4;5;8;51;96;79;85;86;82;92;74;79;77;76;81;90;85;25;2;篮网;2;10;0;0;0;268;0;0;0;0;0;0;0
29;基斯-范霍恩;Keith Van Horn;3;4;8;66;86;87;88;87;74;81;69;77;85;80;84;81;84;25;2;篮网;2;10;0;0;0;456;0;0;0;0;0;0;0
30;奥蒂斯-彼尔德松;Otis Birdsong;2;0;8;83;92;72;90;88;59;67;84;79;73;86;86;79;83;25;2;篮网;2;10;0;0;0;2510;0;0;0;0;0;0;0
31;戴夫-德布斯切尔;Dave Debusschere;4;3;11;64;89;85;88;95;92;93;92;91;81;82;87;102;95;25;2;尼克斯;3;10;0;0;0;26;0;0;0;0;0;0;0
32;沃尔特-弗雷泽;Walt Frazier;1;2;11;92;97;78;94;95;64;62;96;95;80;91;97;87;93;25;2;尼克斯;3;10;0;0;0;30;0;0;0;0;0;0;0
33;威利斯-里德;Willis Reed;5;4;11;59;97;55;88;96;94;96;89;96;56;83;82;103;93;25;2;尼克斯;3;10;0;0;0;44;0;0;0;0;0;0;0
34;帕特里克-尤因;Patrick Ewing;5;4;11;63;97;65;95;98;89;94;63;97;64;92;88;96;93;25;2;尼克斯;3;10;0;0;0;81;0;0;0;0;0;0;0
35;里奇-盖伦;Richie Guerin;2;1;11;84;90;88;89;96;67;80;79;92;87;85;93;86;90;25;2;尼克斯;3;10;0;0;0;972;0;0;0;0;0;0;0
36;卡梅隆-安东尼;Carmelo Anthony;3;4;10;78;96;87;93;97;65;80;71;92;85;90;94;82;90;25;2;尼克斯;3;10;0;0;0;18;0;0;0;0;0;0;0
37;阿玛雷-斯塔德迈尔;Amar'e Stoudemire;4;5;9;59;92;77;90;98;83;88;63;86;75;83;84;91;88;25;2;尼克斯;3;10;0;0;0;144;0;0;0;0;0;0;0
