No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
1;樊尚-普瓦里耶;Vincent Poirier;4;5;5;58;61;58;57;66;65;66;55;59;59;49;54;62;58;26;0;凯尔特人;1;1;2500000;0;201900;2093;0;0;0;0;0;0;0
2;特里蒙特-沃特斯;Tremont Waters;1;2;7;66;63;68;61;70;63;62;65;64;71;51;63;64;63;22;0;凯尔特人;1;1;700000;0;201951;2221;0;0;0;0;0;0;0
3;塔科-法尔;Tacko Fall;5;4;5;56;62;56;57;66;67;67;55;59;57;50;54;63;59;24;0;凯尔特人;1;1;900000;0;201900;958;0;0;0;0;0;0;0
4;谢米-奥杰莱;Semi Ojeleye;3;2;6;61;61;63;59;72;63;66;60;62;65;51;57;64;61;25;2;凯尔特人;1;2;1620000;0;201737;1682;0;0;0;0;0;0;0
5;罗密欧-兰福德;Romeo Langford;2;3;6;61;62;64;60;70;64;63;59;62;66;50;58;62;60;20;0;凯尔特人;1;4;3450000;0;201914;1195;0;0;0;0;0;0;0
6;罗伯特-威廉姆斯;Robert Williams;4;5;9;60;73;58;58;85;83;81;64;75;59;52;61;83;73;22;1;凯尔特人;1;1;1940000;0;201827;314;0;0;0;0;0;0;0
7;马库斯-斯玛特;Marcus Smart;1;2;8;76;70;79;68;85;66;70;76;71;80;59;75;78;76;25;5;凯尔特人;1;3;12050000;0;201406;300;0;0;0;0;0;0;0
8;肯巴-沃克;Kemba Walker;1;2;9;78;79;83;76;87;68;72;71;78;84;68;82;77;80;29;8;凯尔特人;1;4;32740000;0;201109;155;0;0;0;0;0;0;1
9;杰森-塔图姆;Jayson Tatum;3;2;10;71;82;81;83;90;74;81;73;83;80;77;82;84;84;21;2;凯尔特人;1;2;7830000;0;201703;146;0;0;0;0;0;0;2
10;杰伦-布朗;Jaylen Brown;2;3;9;70;80;78;75;89;68;78;71;79;78;67;77;80;78;23;3;凯尔特人;1;5;6530000;0;201603;96;0;0;0;0;0;0;0
11;贾文特-格林;Javonte Green;2;3;5;60;61;62;58;69;60;63;62;59;65;48;56;62;59;26;0;凯尔特人;1;2;890000;0;201900;993;0;0;0;0;0;0;0
12;格兰特-威廉姆斯;Grant Williams;4;3;7;63;64;64;61;74;68;69;61;65;64;54;61;69;65;21;0;凯尔特人;1;4;2370000;0;201922;1523;0;0;0;0;0;0;0
13;戈登-海沃德;Gordon Hayward;3;2;9;74;79;75;71;78;71;80;66;75;75;66;76;76;77;29;9;凯尔特人;1;2;32700000;0;201009;227;0;0;0;0;0;0;0
14;埃内斯-坎特;Enes Kanter;5;4;8;62;72;63;66;78;75;85;60;70;62;61;66;79;73;27;8;凯尔特人;1;2;4760000;0;201103;540;0;0;0;0;0;0;0
15;丹尼尔-泰斯;Daniel Theis;4;5;7;64;69;64;64;79;76;78;63;67;64;58;64;77;71;27;5;凯尔特人;1;2;4870000;0;201300;691;0;0;0;0;0;0;0
16;卡森-爱德华兹;Carsen Edwards;1;2;5;62;61;65;57;68;58;60;60;59;68;47;58;59;59;21;0;凯尔特人;1;4;1200000;0;201933;1671;0;0;0;0;0;0;0
17;布拉德-沃纳梅克;Brad Wanamaker;2;1;6;67;66;65;62;75;62;65;64;63;67;53;61;66;63;30;8;凯尔特人;1;1;1440000;0;201100;1558;0;0;0;0;0;0;0
18;威尔森-钱德勒;Wilson Chandler;3;4;6;62;63;67;60;76;65;71;62;63;68;52;59;69;65;32;12;篮网;2;1;2560000;0;200723;1406;0;0;0;0;0;0;0
19;蒂莫泰-卢瓦乌-卡巴罗;Timothe Luwawu-Cabarrot;3;4;7;62;64;66;63;74;65;68;62;65;67;54;61;67;65;24;3;篮网;2;1;500000;0;201624;1227;0;0;0;0;0;0;0
20;西奥-平森;Theo Pinson;2;3;6;65;64;67;59;71;61;64;62;62;69;50;60;63;62;24;1;篮网;2;2;1440000;0;201800;1394;0;0;0;0;0;0;0
21;托里恩-普林斯;Taurean Prince;3;2;8;67;71;76;66;84;69;78;67;71;75;59;69;77;74;25;3;篮网;2;3;3480000;0;201612;291;0;0;0;0;0;0;0
22;斯潘塞-丁威迪;Spencer Dinwiddie;2;1;8;79;81;79;79;87;67;71;66;75;79;73;81;75;78;26;5;篮网;2;3;10610000;0;201438;208;0;0;0;0;0;0;0
23;罗季翁斯-库鲁茨;Rodions Kurucs;3;4;5;60;62;62;58;71;61;65;59;60;64;50;56;62;60;22;1;篮网;2;3;1700000;0;201840;559;0;0;0;0;0;0;0
24;尼古拉斯-克拉克斯顿;Nicolas Claxton;4;5;5;59;63;59;59;71;67;68;55;60;60;52;56;65;61;20;0;篮网;2;3;900000;0;201931;1145;0;0;0;0;0;0;0
25;凯里-欧文;Kyrie Irving;1;2;10;82;86;87;83;82;70;76;76;81;87;76;90;80;85;27;8;篮网;2;4;31740000;0;201101;136;0;1;0;0;0;1;1
26;凯文-杜兰特;Kevin Durant;3;4;11;79;92;87;95;86;78;83;76;89;85;92;94;85;91;31;12;篮网;2;4;38190000;0;200702;29;0;2;1;2;6;3;0
27;乔-哈里斯;Joe Harris;2;3;7;67;71;75;65;84;65;71;65;69;76;57;68;73;70;28;5;篮网;2;1;8000000;0;201433;486;0;0;0;0;0;0;0
28;杰雷米亚-马丁;Jeremiah Martin;2;1;5;60;61;60;56;66;59;60;61;59;63;47;54;59;57;23;0;篮网;2;1;500000;0;201900;1995;0;0;0;0;0;0;0
29;贾勒特-阿伦;Jarrett Allen;5;4;7;62;72;61;69;81;79;86;61;68;61;63;66;82;74;21;2;篮网;2;2;2380000;0;201722;342;0;0;0;0;0;0;0
30;加勒特-坦普尔;Garrett Temple;2;3;7;68;67;75;64;82;66;69;66;67;76;55;67;72;69;33;10;篮网;2;2;4770000;0;200900;692;0;0;0;0;0;0;0
31;扎南-穆萨;Dzanan Musa;3;4;5;60;62;62;59;70;61;65;59;60;64;50;56;62;60;20;1;篮网;2;3;1910000;0;201829;1343;0;0;0;0;0;0;0
32;德安德鲁-乔丹;DeAndre Jordan;5;4;9;66;73;64;68;80;79;90;61;73;63;64;69;84;77;31;11;篮网;2;4;9880000;0;200835;293;0;0;0;0;1;0;2
33;克里斯-奇奥萨;Chris Chiozza;1;2;5;64;60;64;56;66;58;59;62;59;67;46;58;59;59;24;1;篮网;2;1;500000;0;201800;2096;0;1;0;0;0;0;0
34;卡里斯-勒韦尔;Caris LeVert;2;1;8;72;79;74;71;83;65;71;68;73;75;64;73;73;73;25;3;篮网;2;4;2620000;0;201620;576;0;0;0;0;0;0;0
35;韦恩-艾灵顿;Wayne Ellington;2;1;7;65;63;71;61;75;63;66;62;65;72;52;63;66;64;32;10;尼克斯;3;2;7800000;0;200928;785;0;0;0;0;0;0;0
36;泰-吉布森;Taj Gibson;4;3;8;63;68;63;63;76;71;75;61;68;63;56;63;73;68;34;10;尼克斯;3;2;9750000;0;200926;522;0;0;0;0;0;0;0
37;RJ-巴雷特;RJ Barrett;2;3;9;70;78;73;74;86;70;77;68;77;74;66;74;78;76;19;0;尼克斯;3;3;7830000;0;201903;184;0;0;0;0;0;0;0
38;雷吉-布洛克;Reggie Bullock;2;3;7;66;69;73;62;80;62;67;69;67;74;54;65;71;68;28;6;尼克斯;3;1;4700000;0;201325;904;0;0;0;0;0;0;0
39;米切尔-罗宾逊;Mitchell Robinson;4;5;6;59;69;61;64;78;79;77;64;64;62;57;61;78;70;21;1;尼克斯;3;3;1560000;0;201836;263;0;0;0;0;0;0;0
40;莫里斯-哈克利斯;Maurice Harkless;3;4;7;66;67;67;60;79;64;74;67;67;68;53;62;72;68;26;7;尼克斯;3;1;11010000;0;201215;1005;0;0;0;0;0;0;0
41;凯文-诺克斯;Kevin Knox;3;4;7;63;66;68;63;76;67;70;61;66;69;55;62;69;66;20;1;尼克斯;3;1;4380000;0;201809;1366;0;0;0;0;0;0;0
42;肯尼-伍滕;Kenny Wooten;3;4;5;63;68;62;63;63;61;61;55;60;64;55;59;57;59;21;0;尼克斯;3;1;500000;0;201900;718;0;0;0;0;0;0;0
43;卡迪姆-阿伦;Kadeem Allen;1;2;5;65;63;65;59;70;59;59;62;60;68;49;60;61;61;27;2;尼克斯;3;1;70000;0;201753;1642;0;0;0;0;0;0;0
44;朱利叶斯-兰德尔;Julius Randle;4;3;8;69;83;72;75;87;70;86;65;76;71;70;77;81;79;25;5;尼克斯;3;3;20000000;0;201407;252;0;0;0;0;0;0;0
45;伊万-拉布;Ivan Rabb;3;4;5;63;68;62;63;63;61;61;55;60;64;55;59;57;59;23;2;尼克斯;3;1;500000;0;201735;1939;0;0;0;0;0;0;0
46;伊格纳斯-布拉兹代基斯;Ignas Brazdeikis;3;2;6;60;61;62;59;67;63;63;56;61;64;50;56;60;59;21;0;尼克斯;3;3;890000;0;201947;1734;0;0;0;0;0;0;0
47;弗朗克-尼利基纳;Frank Ntilikina;2;1;7;70;66;68;62;77;65;67;67;66;70;54;64;70;67;21;2;尼克斯;3;2;4860000;0;201708;1360;0;0;0;0;0;0;0
48;埃尔弗里德-佩顿;Elfrid Payton;1;2;8;81;75;71;66;82;66;72;77;72;74;59;74;78;76;25;5;尼克斯;3;2;7800000;0;201410;1382;0;0;0;0;0;0;0
49;丹尼斯-史密斯;Dennis Smith Jr.;1;2;8;72;68;70;64;75;65;67;66;68;73;55;68;68;68;22;2;尼克斯;3;2;4460000;0;201709;670;0;0;0;0;0;0;0
50;丹伊恩-多特森;Damyean Dotson;2;1;6;63;64;68;60;74;62;64;62;63;70;51;60;65;62;25;2;尼克斯;3;1;1620000;0;201744;1783;0;0;0;0;0;0;0
51;鲍比-波蒂斯;Bobby Portis;4;5;8;65;71;68;65;79;69;77;62;70;68;59;67;74;71;25;4;尼克斯;3;2;15120000;0;201522;390;0;0;0;0;0;0;0
52;阿朗佐-特里尔;Allonzo Trier;2;1;5;62;62;65;61;71;61;62;57;60;67;51;58;61;59;24;1;尼克斯;3;1;3550000;0;201800;2162;0;0;0;0;0;0;0
53;扎伊尔-史密斯;Zhaire Smith;2;1;5;60;60;61;57;66;59;60;61;59;64;47;55;59;57;20;1;76人;4;1;3060000;0;201816;2131;0;0;0;0;0;0;0
54;托拜厄斯-哈里斯;Tobias Harris;3;2;9;71;82;77;72;89;72;80;66;79;76;66;76;80;79;27;8;76人;4;5;31030000;0;201119;487;0;0;0;0;0;0;0
55;谢克-米尔顿;Shake Milton;2;3;7;66;65;68;63;74;63;66;62;65;70;54;63;66;64;23;1;76人;4;4;1400000;0;201824;1310;0;0;0;0;0;0;0
56;劳尔-内托;Raul Neto;1;2;6;65;63;66;59;71;60;61;63;62;69;49;61;63;62;27;4;76人;4;1;2100000;0;201347;1356;0;0;0;0;0;0;0
57;诺维尔-佩莱;Norvel Pelle;4;3;5;58;61;58;58;69;73;69;55;59;59;50;54;67;61;27;5;76人;4;1;70000;0;201400;2075;0;0;0;0;0;0;0
58;迈克-斯科特;Mike Scott;3;4;7;62;64;68;61;75;65;71;60;65;69;53;61;68;65;31;7;76人;4;2;4780000;0;201243;1460;0;0;0;0;0;0;0
59;马蒂斯-塞布尔;Matisse Thybulle;3;2;6;62;62;65;60;75;69;65;70;62;66;52;58;70;65;22;0;76人;4;4;2580000;0;201920;661;0;0;0;0;0;0;0
60;马里亚尔-沙约克;Marial Shayok;2;3;5;60;60;63;56;66;59;62;56;59;66;47;55;58;57;24;0;76人;4;1;700000;0;201954;2120;0;0;0;0;0;0;0
61;凯尔-奥奎因;Kyle O'Quinn;4;5;7;63;64;62;60;71;72;73;58;64;63;53;60;70;65;29;7;76人;4;1;2300000;0;201249;812;0;0;0;0;0;0;0
62;约什-理查德森;Josh Richardson;2;1;9;73;76;77;71;86;71;72;69;76;77;64;75;77;76;26;4;76人;4;3;10120000;0;201540;259;0;0;0;0;0;0;0
63;乔尔-恩比德;Joel Embiid;4;5;10;71;92;75;88;89;83;95;66;87;73;85;87;90;89;25;5;76人;4;4;27270000;0;201403;100;0;0;0;0;0;2;0
64;格伦-罗宾逊三世;Glenn Robinson III;3;2;5;59;67;62;58;71;65;63;55;61;64;50;57;62;60;26;5;76人;4;2;1880000;0;201440;591;0;0;0;0;0;0;0
65;富尔坎-科尔克马兹;Furkan Korkmaz;3;4;6;62;65;70;61;77;64;67;61;63;70;53;61;67;65;22;2;76人;4;2;1620000;0;201626;1133;0;0;0;0;0;0;0
66;本-西蒙斯;Ben Simmons;1;4;9;84;82;69;76;89;72;83;87;79;72;70;80;90;85;23;3;76人;4;6;8110000;0;201601;156;0;0;0;0;0;0;0
67;亚历克-伯克斯;Alec Burks;2;1;7;67;63;67;59;73;62;62;58;64;69;51;61;62;61;28;8;76人;4;1;2320000;0;201112;398;0;0;0;0;0;0;0
68;艾尔-霍福德;Al Horford;5;4;9;72;74;73;67;85;76;82;67;75;70;64;73;82;78;33;12;76人;4;4;25340000;0;200703;110;0;0;0;0;0;0;1
69;特伦斯-戴维斯;Terence Davis;2;1;6;65;65;69;61;75;62;68;63;63;71;52;62;67;64;22;0;猛龙;5;2;890000;0;201900;432;0;0;0;0;0;0;0
70;斯坦利-约翰逊;Stanley Johnson;3;2;8;63;63;64;61;69;67;68;60;66;65;53;59;65;63;23;4;猛龙;5;2;3650000;0;201508;1617;0;0;0;0;0;0;0
71;赛尔吉-伊巴卡;Serge Ibaka;4;3;8;67;80;72;69;84;74;83;63;74;71;64;73;80;77;30;10;猛龙;5;1;23270000;0;200824;331;0;1;0;0;0;0;0
72;朗戴-霍利斯-杰弗森;Rondae Hollis-Jefferson;3;2;8;67;71;66;67;78;69;75;68;70;67;60;66;74;71;25;4;猛龙;5;1;1730000;0;201523;518;0;0;0;0;0;0;0
73;保罗-沃特森;Paul Watson;2;1;5;60;58;60;58;64;59;60;56;58;63;48;54;56;55;25;2;猛龙;5;1;500000;0;201700;2219;0;0;0;0;0;0;0
74;帕特里克-麦考;Patrick McCaw;3;4;6;65;64;64;59;78;63;67;67;63;65;52;60;69;65;24;3;猛龙;5;2;4000000;0;201638;610;0;0;0;0;0;0;0
75;帕斯卡尔-西亚卡姆;Pascal Siakam;3;4;9;72;84;77;78;90;74;82;69;80;76;72;79;83;82;25;3;猛龙;5;5;2350000;0;201627;157;0;1;0;0;0;0;0
76;奥谢-布里塞特;Oshae Brissett;3;2;5;64;65;66;57;67;61;63;57;60;67;50;59;60;60;21;0;猛龙;5;1;500000;0;201900;897;0;0;0;0;0;0;0
77;OG-阿奴诺比;OG Anunoby;3;2;7;67;74;73;67;82;69;75;69;69;73;60;69;76;73;22;2;猛龙;5;2;2280000;0;201723;344;0;1;0;0;0;0;0
78;诺曼-鲍威尔;Norman Powell;2;1;7;66;77;76;68;83;65;70;71;70;77;59;70;74;72;26;4;猛龙;5;3;10120000;0;201546;844;0;1;0;0;0;0;0
79;马特-托马斯;Matt Thomas;2;1;5;66;66;67;63;69;59;62;59;60;69;54;62;60;61;25;0;猛龙;5;3;890000;0;201700;2171;0;0;0;0;0;0;0
80;马克-加索尔;Marc Gasol;5;4;9;73;75;72;67;83;78;83;65;75;70;65;74;82;79;35;11;猛龙;5;1;25600000;0;200748;115;0;1;0;0;1;1;0
81;马尔科姆-米勒;Malcolm Miller;3;2;5;64;67;60;57;66;62;62;57;60;62;50;57;59;59;26;0;猛龙;5;1;1590000;0;201900;2036;0;0;0;0;0;0;0
82;凯尔-洛瑞;Kyle Lowry;1;2;9;86;76;82;75;90;67;73;85;77;83;69;84;85;84;33;13;猛龙;5;2;33000000;0;200624;266;0;1;0;0;0;0;3
83;弗雷德-范弗利特;Fred VanVleet;2;1;8;81;74;78;72;89;65;70;78;73;78;66;77;79;78;25;3;猛龙;5;1;9460000;0;201600;210;0;1;0;0;0;0;0
84;德万-埃尔南德斯;Dewan Hernandez;3;4;6;59;61;61;58;66;62;66;59;61;63;49;55;61;59;23;0;猛龙;5;1;890000;0;201959;1648;0;0;0;0;0;0;0
85;克里斯-布歇;Chris Boucher;4;3;6;65;67;67;66;72;71;72;59;63;67;59;65;69;67;27;2;猛龙;5;1;1590000;0;201700;420;0;2;0;0;0;0;0
86;扎克-拉文;Zach LaVine;2;3;9;75;85;84;79;91;69;75;74;81;83;72;83;81;82;24;5;公牛;6;3;19500000;0;201413;119;0;0;0;0;0;0;0
87;温德尔-卡特;Wendell Carter Jr.;5;4;7;61;74;63;68;83;74;87;63;69;62;63;67;82;75;20;1;公牛;6;3;5200000;0;201807;245;0;0;0;0;0;0;0
