name;team;teamID;age;yearsContract;salary;techLevel;techDev;baseShotIntPercent;baseShotTriplePercent;baseOffensive;baseDefense;loyalty
凯尔特人主教练;凯尔特人;1;40;3;3500000;2;2;41;41;38;38;5
篮网主教练;篮网;2;40;3;3500000;2;2;40;38;38;38;5
尼克斯主教练;尼克斯;3;40;3;3500000;2;2;39;38;38;40;5
76人主教练;76人;4;40;3;3500000;2;2;40;39;39;41;5
猛龙主教练;猛龙;5;40;3;3500000;2;2;41;38;39;39;5
公牛主教练;公牛;6;40;3;3500000;2;2;40;40;38;41;5
骑士主教练;骑士;7;40;3;3500000;2;2;41;39;39;40;5
活塞主教练;活塞;8;40;3;3500000;2;2;40;38;40;39;5
步行者主教练;步行者;9;40;3;3500000;2;3;41;38;41;39;5
雄鹿主教练;雄鹿;10;40;3;3500000;2;2;40;39;41;38;5
老鹰主教练;老鹰;11;40;3;3500000;2;2;40;40;38;39;5
黄蜂主教练;黄蜂;12;40;3;3500000;2;2;41;38;40;41;5
热火主教练;热火;13;40;3;3500000;2;2;41;38;38;41;5
魔术主教练;魔术;14;40;3;3500000;2;2;40;39;41;41;5
奇才主教练;奇才;15;40;3;3500000;2;2;41;41;39;40;5
独行侠主教练;独行侠;16;40;3;3500000;2;2;39;38;39;41;5
火箭主教练;火箭;17;40;3;3500000;2;2;41;38;38;40;5
灰熊主教练;灰熊;18;40;3;3500000;2;2;41;39;40;39;5
鹈鹕主教练;鹈鹕;19;40;3;3500000;2;2;38;41;41;41;5
马刺主教练;马刺;20;40;3;3500000;2;2;41;40;41;41;5
掘金主教练;掘金;21;40;3;3500000;2;2;38;39;38;38;5
森林狼主教练;森林狼;22;40;3;3500000;2;2;40;40;39;39;5
开拓者主教练;开拓者;23;40;3;3500000;2;2;41;40;38;38;5
雷霆主教练;雷霆;24;40;3;3500000;2;2;40;40;40;41;5
爵士主教练;爵士;25;40;3;3500000;2;2;41;39;41;39;5
勇士主教练;勇士;26;40;3;3500000;2;2;39;38;40;39;5
快船主教练;快船;27;40;3;3500000;2;2;41;40;40;38;5
湖人主教练;湖人;28;40;3;3500000;2;2;39;38;39;39;5
太阳主教练;太阳;29;40;3;3500000;2;2;38;41;38;40;5
国王主教练;国王;30;40;3;3500000;2;2;41;40;38;40;5
斯蒂夫-纳什;0;0;46;0;0;0;0;37;42;43;38;10
艾米-乌度卡;0;0;44;0;0;2;0;45;35;38;42;10
戴夫-乔格尔;0;0;42;0;0;1;1;39;37;37;44;10
斯科特-斯凯尔斯;0;0;51;0;0;1;1;38;37;38;43;10
斯蒂夫-克里福德;0;0;59;0;0;0;1;39;38;37;44;10
吉姆-博伊兰;0;0;61;0;0;0;0;38;40;40;40;10
弗雷德-霍伊博格;0;0;44;0;0;1;1;39;40;40;40;10
凯文-麦克海尔;0;0;59;0;0;0;0;45;36;42;41;10
迈克-德安东尼;0;0;65;0;0;1;1;34;46;45;35;10
大卫-布拉特;0;0;57;0;0;1;0;40;39;41;39;10
拜伦-斯科特;0;0;55;0;0;0;0;42;36;36;42;10
莱恩-桑德斯;0;0;42;0;0;0;0;35;44;42;36;10
特里-斯托茨;0;0;59;0;0;1;1;36;42;42;37;10
兰迪-惠特曼;0;0;57;0;0;1;1;38;40;40;38;10
斯科特-布鲁克斯;0;0;51;0;0;1;1;38;41;39;38;10
布雷特-布朗;0;0;55;0;0;0;1;35;45;43;36;10
