name;team;teamID;age;yearsContract;salary;techLevel;techDev;baseShotIntPercent;baseShotTriplePercent;baseOffensive;baseDefense;loyalty
高俊超;吉林;1;31;0;0;1;1;41;40;41;39;5
杨鸣;辽宁;2;38;0;0;2;1;38;45;43;37;5
丁伟;山东;3;56;0;0;1;0;36;46;42;35;5
刘维伟;青岛;4;41;0;0;1;1;40;35;39;44;5
邓宇;雪狼;5;43;0;0;0;1;38;40;39;40;5
乔里欧-格里乔里;北京;6;52;0;0;1;-1;40;38;41;40;5
闵鹿蕾;北控;7;60;0;0;1;2;37;37;38;44;5
张庆鹏;天津;8;43;0;0;1;1;39;39;40;41;5
杨学增;山西;9;65;0;0;-1;1;34;43;43;38;5
王伟力;石家庄;10;60;0;0;1;2;41;38;38;40;5
邱彪;新疆;11;41;0;0;1;1;43;37;39;44;5
热夏提-克里木;陕西;12;35;0;0;2;0;38;39;39;40;5
布拉尼斯拉夫-维琴蒂奇;四川;13;52;0;0;2;2;38;44;42;36;5
于梁;武汉;14;37;0;0;0;1;45;36;41;41;5
史利平;长沙;15;61;0;0;1;2;38;41;41;38;5
易立;江苏;16;38;0;0;1;2;35;45;40;38;5
西热力江;南京;17;33;0;0;2;2;37;44;43;35;5
张成;苏科;18;45;0;0;-1;1;38;40;41;41;5
郑武;安徽;19;56;0;0;2;1;43;36;41;42;5
张勇;合肥;20;36;0;0;1;0;45;34;41;43;5
刘鹏;上海;21;47;0;0;1;0;41;40;38;41;5
王世龙;浙江;22;43;0;0;1;1;40;39;38;38;5
阿的江;宁波;23;56;0;0;1;0;44;37;42;40;5
王博;广厦;24;42;0;0;1;0;38;43;41;36;5
朱世龙;福建;25;48;0;0;0;2;38;40;38;39;5
杜锋;广东;26;42;0;0;2;1;40;36;36;43;5
郑永刚;深圳;27;54;0;0;0;1;41;40;39;40;5
郭士强;广州;28;48;0;0;2;2;37;38;37;45;5
杨钦;广西;29;36;0;0;0;1;40;41;38;39;5
刘铁;香港;30;53;0;0;2;1;39;39;40;40;5
乌戈-洛佩斯;0;0;48;0;0;0;0;38;40;40;38;5
张德贵;0;0;67;0;0;0;1;40;41;39;39;5
