No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
1;凯里-欧文;Kyrie Irving;1;0;10;86;89;88;91;85;67;68;77;84;88;85;95;78;87;26;7;凯尔特人;1;2;20100000;0;201101;136;0;1;0;0;0;0;1
2;戈登-海沃德;Gordon Hayward;3;2;9;70;88;86;90;87;63;74;66;81;84;84;87;74;82;28;8;凯尔特人;1;3;32000000;0;201009;227;0;0;0;0;0;0;0
3;杰森-塔图姆;Jayson Tatum;3;2;10;70;81;80;82;89;73;77;72;82;79;75;81;81;82;20;1;凯尔特人;1;3;7000000;0;201703;146;0;0;0;0;0;0;2
4;艾尔-霍福德;Al Horford;5;0;9;76;88;78;80;82;72;80;55;79;74;80;85;77;81;32;11;凯尔特人;1;2;27820000;0;200703;110;0;0;0;0;0;0;1
5;杰伦-布朗;Jaylen Brown;2;3;10;69;79;77;74;88;67;77;70;81;77;66;76;79;77;22;2;凯尔特人;1;2;5560000;0;201603;96;0;0;0;0;0;0;0
6;特里-罗齐尔;Terry Rozier;1;0;8;74;76;80;70;87;63;70;69;74;81;61;77;75;76;24;3;凯尔特人;1;1;2515000;0;201516;595;0;0;0;0;0;0;0
7;罗伯特-威廉姆斯;Robert Williams;4;5;9;60;75;58;58;85;83;81;68;76;59;52;62;84;74;21;0;凯尔特人;1;4;1000000;0;201827;314;0;0;0;0;0;0;0
8;马库斯-斯玛特;Marcus Smart;2;3;8;75;69;78;67;84;65;69;75;71;78;60;73;76;74;24;4;凯尔特人;1;4;13000000;0;201406;300;0;0;0;0;0;0;0
9;PJ-多齐尔;P.J. Dozier;2;3;7;79;75;79;76;73;63;65;62;67;79;70;78;65;72;22;1;凯尔特人;1;1;653176;0;201700;451;0;0;0;0;0;0;0
10;马库斯-莫里斯;Marcus Morris;4;3;7;58;79;74;78;78;48;74;65;69;72;70;73;65;69;29;7;凯尔特人;1;1;5190000;0;201114;1330;0;0;0;0;0;0;0
11;沃尔特-莱蒙;Walt Lemon Jr.;1;0;6;72;61;68;61;65;68;71;55;61;71;52;65;62;63;26;0;凯尔特人;1;1;1520000;0;0;2999;0;0;0;0;0;0;0
12;布拉德-沃纳梅克;Brad Wanamaker;2;1;6;67;66;65;62;75;62;65;64;63;67;53;61;66;63;29;0;凯尔特人;1;1;838464;0;201800;1558;0;0;0;0;0;0;0
13;盖尔雄-亚布塞莱;Guerschon Yabusele;4;5;7;48;70;65;68;72;52;75;55;66;65;58;61;62;62;22;1;凯尔特人;1;3;2100000;0;0;1584;0;0;0;0;0;0;0
14;阿隆-贝恩斯;Aron Baynes;5;0;6;55;65;40;68;74;70;76;42;63;44;60;54;69;62;32;6;凯尔特人;1;2;6500000;0;200900;379;0;0;0;0;0;0;0
15;丹尼尔-泰斯;Daniel Theis;4;5;5;55;70;50;60;72;65;74;55;61;53;52;55;67;61;26;4;凯尔特人;1;1;1100000;0;201300;691;0;0;0;0;0;0;0
16;贾巴里-伯德;Jabari Bird;2;3;6;52;72;72;72;74;45;58;58;64;73;59;63;56;60;24;1;凯尔特人;1;1;900000;0;0;1723;0;0;0;0;0;0;0
17;谢米-奥杰莱;Semi Ojeleye;4;5;5;60;60;62;58;71;62;65;59;59;63;51;56;63;60;24;1;凯尔特人;1;3;700000;0;201737;1682;0;0;0;0;0;0;0
18;丹吉洛-拉塞尔;D'Angelo Russell;1;2;9;86;80;87;78;82;69;60;76;76;87;72;88;74;81;22;3;篮网;2;1;6290000;0;201502;251;0;0;0;0;0;0;0
19;斯潘塞-丁威迪;Spencer Dinwiddie;1;2;8;78;80;83;78;86;66;64;65;75;84;70;83;71;78;25;4;篮网;2;1;1340000;0;201438;208;0;0;0;0;0;0;0
20;贾勒特-阿伦;Jarrett Allen;5;4;8;61;79;60;68;80;78;85;60;73;60;63;68;81;75;20;1;篮网;2;3;1400000;0;201722;342;0;0;0;0;0;0;0
21;德马雷-卡罗尔;DeMarre Carroll;3;4;6;65;80;76;78;84;50;74;75;68;75;70;74;72;74;32;9;篮网;2;1;15100000;0;200927;533;0;0;0;0;0;0;0
22;阿伦-克拉布;Allen Crabbe;2;0;7;64;76;85;85;80;42;68;65;69;84;74;78;64;72;26;5;篮网;2;2;18780000;0;201331;1139;0;0;0;0;0;0;0
23;卡里斯-勒韦尔;Caris LeVert;2;1;8;71;78;73;70;82;64;70;67;73;74;63;72;72;72;24;2;篮网;2;2;2000000;0;201620;576;0;0;0;0;0;0;0
24;肯尼斯-法里德;Kenneth Faried;4;5;7;58;87;42;68;85;75;80;65;73;46;62;62;80;72;28;7;篮网;2;1;13340000;0;201122;453;0;0;0;0;0;0;0
25;乔-哈里斯;Joe Harris;2;3;8;66;70;86;64;83;64;66;64;71;85;55;72;70;71;27;4;篮网;2;2;8000000;0;201433;486;0;0;0;0;0;0;0
26;沙巴兹-内皮尔;Shabazz Napier;1;0;7;73;66;74;67;77;63;66;69;66;76;58;70;70;70;27;4;篮网;2;2;2360000;0;201424;1351;0;0;0;0;0;0;0
27;贾里德-杜德利;Jared Dudley;3;4;6;65;76;80;75;80;48;68;64;66;79;67;73;64;70;33;11;篮网;2;1;9765000;0;200722;945;0;0;0;0;0;0;0
28;朗戴-霍利斯-杰弗森;Rondae Hollis-Jefferson;3;2;8;66;70;65;66;77;68;74;67;69;66;59;64;73;69;24;3;篮网;2;1;1740000;0;201523;518;0;0;0;0;0;0;0
29;罗季翁斯-库鲁茨;Rodions Kurucs;3;4;7;64;75;66;70;70;69;67;67;66;67;62;66;68;68;21;0;篮网;2;1;1618320;0;201840;559;0;0;0;0;0;0;0
30;埃德-戴维斯;Ed Davis;4;5;6;64;80;40;70;82;60;78;64;68;45;64;61;73;67;29;8;篮网;2;1;4400000;0;0;428;0;0;0;0;0;0;0
31;西奥-平森;Theo Pinson;2;3;7;61;70;78;71;69;59;67;64;65;78;60;68;64;66;23;0;篮网;2;1;54737;0;201800;1394;0;0;0;0;0;0;0
32;阿兰-威廉姆斯;Alan Williams;5;4;5;48;76;40;68;75;62;72;55;63;44;60;55;67;61;25;3;篮网;2;2;5580000;0;0;3001;0;0;0;0;0;0;0
33;扎南-穆萨;Dzanan Musa;2;3;7;59;61;70;65;69;60;64;58;63;72;54;61;61;61;19;0;篮网;2;4;1000000;0;201829;1343;0;0;0;0;0;0;0
34;特雷韦恩-格雷厄姆;Treveon Graham;2;3;5;58;59;62;56;68;60;62;58;59;65;46;54;60;57;25;2;篮网;2;1;1512601;0;201500;477;0;0;0;0;0;0;0
35;克里斯塔普斯-波尔津吉斯;Kristaps Porziņģis;4;5;10;64;77;80;81;82;84;87;63;78;77;74;78;84;81;23;3;尼克斯;3;1;5100000;0;201504;197;0;0;0;0;0;0;0
