No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
1;拉里-伯德;Larry Bird;3;4;11;81;91;83;95;99;75;88;94;92;74;90;92;97;96;28;7;凯尔特人;1;5;46718294;0;197806;6;0;1;0;0;4;0;0
2;罗伯特-帕里什;Robert Parish;5;4;9;57;91;61;81;92;94;95;62;86;61;75;77;96;87;31;12;凯尔特人;1;3;26223912;0;197608;63;0;1;0;0;0;1;0
3;凯文-麦克海尔;Kevin McHale;4;0;10;70;94;53;79;91;89;84;67;88;55;76;77;90;84;27;8;凯尔特人;1;4;20288664;0;198003;56;0;1;0;0;0;0;0
4;丹尼斯-约翰逊;Dennis Johnson;1;0;9;83;84;67;75;91;60;67;83;77;70;69;79;81;80;30;8;凯尔特人;1;3;11995040;0;197629;1610;0;1;0;1;1;1;0
5;杰拉德-亨德森;Gerald Henderson;2;1;7;71;75;62;70;84;62;66;85;70;65;62;67;78;72;28;6;凯尔特人;1;2;4774128;0;197864;2522;0;1;0;0;0;0;0
6;塞得里克-麦克斯维尔;Cedric Maxwell;4;5;9;55;78;55;70;87;70;75;68;74;57;62;64;78;71;29;7;凯尔特人;1;3;4316352;0;197712;2521;0;1;0;1;0;0;0
7;丹尼-安吉;Danny Ainge;1;0;7;70;73;65;68;81;61;60;81;68;68;58;68;74;71;25;3;凯尔特人;1;2;4316352;0;198131;355;0;0;0;0;0;0;0
8;斯科特-威德曼;Scott Wedman;3;2;7;62;76;60;71;81;60;65;65;69;62;63;64;68;67;32;10;凯尔特人;1;2;2516264;0;197406;2523;0;0;0;0;0;0;0
9;奎因-巴克纳;Quinn Buckner;1;2;8;69;63;68;71;72;55;56;75;62;71;60;67;66;66;30;8;凯尔特人;1;3;2098088;0;197607;2524;0;0;0;0;0;0;0
10;格雷格-凯特;Greg Kite;5;0;4;54;68;51;55;65;75;71;55;58;53;49;53;68;61;23;1;凯尔特人;1;1;1760000;0;198321;2526;0;0;0;0;0;0;0
11;卡洛斯-克拉克;Carlos Clark;1;2;5;65;65;65;75;65;55;54;55;54;68;62;65;53;60;24;1;凯尔特人;1;1;1760000;0;198393;2527;0;0;0;0;0;0;0
12;ML-凯尔;M.L. Carr;3;2;5;51;68;59;62;72;57;68;58;61;61;52;55;62;59;33;11;凯尔特人;1;2;1760000;0;197376;2525;0;1;0;0;0;0;0
13;巴克-威廉姆斯;Buck Williams;4;5;10;59;80;54;60;91;89;97;80;82;56;54;63;97;81;23;2;篮网;2;2;13763376;0;198103;1522;0;0;0;0;0;0;0
14;米切尔-雷-理查德森;Micheal Ray Richardson;2;3;7;79;78;70;74;86;54;67;91;71;72;68;75;80;77;28;5;篮网;2;3;9086616;0;197804;2513;0;0;0;0;0;0;0
15;达里尔-道金斯;Darryl Dawkins;5;0;7;57;80;60;65;88;90;78;63;72;60;59;66;87;77;26;6;篮网;2;2;9221456;0;197505;2511;0;0;0;0;0;0;0
16;奥蒂斯-彼尔德松;Otis Birdsong;2;0;7;72;80;62;80;85;55;61;84;71;65;72;71;75;73;27;6;篮网;2;2;6281304;0;197702;2510;0;0;0;0;0;1;0
17;艾尔伯特-金;Albert King;2;0;7;61;75;65;70;87;61;72;81;70;67;60;65;79;71;24;2;篮网;2;2;4316352;0;198110;2512;0;0;0;0;0;0;0
18;福特斯-沃克;Foots Walker;1;0;7;61;76;69;78;92;49;45;65;72;72;65;70;63;67;32;9;篮网;2;3;2516264;0;197438;2519;0;0;0;0;0;0;0
19;雷吉-约翰逊;Reggie Johnson;4;5;6;59;75;55;51;81;56;78;75;66;57;46;57;73;66;25;3;篮网;2;2;1980080;0;198015;2518;0;1;0;0;0;0;0
20;凯文-兰西;Kelvin Ransey;1;0;6;67;65;60;64;96;55;57;66;67;64;54;62;70;66;25;3;篮网;2;1;1980080;0;198004;2516;0;0;0;0;0;0;0
21;达尔文-库克;Darwin Cook;2;0;6;75;74;61;65;87;51;55;64;67;64;58;66;64;65;25;3;篮网;2;1;1858904;0;198070;2515;0;0;0;0;0;0;0
22;迈克-奥克洛;Mike O'Koren;2;3;7;58;72;64;73;82;58;78;48;68;66;61;63;65;64;24;3;篮网;2;1;1760000;0;198007;2517;0;0;0;0;0;0;0
23;迈克-戈明斯基;Mike Gminski;5;0;7;59;79;51;60;73;53;75;69;68;53;55;61;66;64;24;3;篮网;2;1;1760000;0;198007;2514;0;0;0;0;0;0;0
24;比尔-威洛比;Bill Willoughby;4;0;7;64;64;64;64;68;64;64;59;64;64;57;62;62;62;26;8;篮网;2;4;1760000;0;197519;2520;0;0;0;0;0;0;0
25;布鲁斯-库克钦斯基;Bruce Kuczenski;3;0;6;41;73;68;69;81;50;48;70;66;69;56;58;61;60;24;3;篮网;2;1;1760000;0;198359;5001;0;0;0;0;0;0;0
26;伯纳德-金;Bernard King;3;4;10;65;94;75;92;91;67;77;81;88;75;85;85;83;85;28;6;尼克斯;3;5;20288664;0;197707;2379;0;0;0;0;0;1;0
27;比尔-卡特莱特;Bill CartWright;5;0;9;61;90;54;73;80;88;87;64;79;55;69;72;87;80;27;5;尼克斯;3;4;11280456;0;197903;1112;0;0;0;0;0;0;0
28;雷-威廉姆斯;Ray Williams;2;0;8;81;81;68;78;85;51;62;91;75;70;73;77;77;77;30;7;尼克斯;3;3;9042464;0;197710;2380;0;0;0;0;0;0;0
29;罗伊-斯帕罗;Rory Sparrow;1;0;7;81;78;64;81;81;50;60;82;70;67;73;76;72;74;26;6;尼克斯;3;1;6965592;0;198075;2382;0;0;0;0;0;0;0
30;特鲁克-罗宾逊;Truck Robinson;4;5;6;55;80;54;71;86;80;86;55;68;56;63;63;82;73;33;7;尼克斯;3;3;6281304;0;197422;2381;0;0;0;0;1;0;0
31;达雷尔-沃克;Darrell Walker;2;1;6;75;70;66;75;80;55;56;71;65;68;67;70;66;68;23;0;尼克斯;3;2;2688128;0;198312;2384;0;0;0;0;0;0;0
32;特伦特-塔克;Trent Tucker;2;1;6;76;71;68;71;81;56;50;61;65;70;64;70;61;66;25;1;尼克斯;3;1;1980080;0;198206;2385;0;0;0;0;0;0;0
